0.0,inf,0.0
60.0,99.06,6.0
120.0,85.92,6.0
180.0,89.97,2.0
240.0,95.36,6.0
300.0,86.51,9.0
360.0,79.67,5.0
420.0,103.36,7.0
480.0,79.12,4.0
540.0,82.92,10.0
600.0,93.51,6.0
660.0,92.43,8.0
720.0,94.61,6.0
780.0,112.99,5.0
840.0,75.68,5.0
900.0,81.02,8.0
960.0,88.71,11.0
1020.0,82.1,5.0
1080.0,75.02,7.0
1140.0,94.98,8.0
1200.0,110.7,7.0
1260.0,89.62,9.0
1320.0,82.41,5.0
1380.0,97.54,8.0
1440.0,87.96,4.0
1500.0,106.65,4.0
1560.0,81.16,9.0
1620.0,73.1,10.0
1680.0,108.33,11.0
1740.0,86.6,8.0
1800.0,95.75,9.0
1860.0,97.94,10.0
1920.0,74.83,10.0
1980.0,97.31,6.0
2040.0,100.17,6.0
2100.0,92.95,6.0
2160.0,84.51,7.0
2220.0,110.38,8.0
2280.0,93.16,10.0
2340.0,94.38,13.0
2400.0,78.56,11.0
2460.0,92.87,8.0
2520.0,65.59,8.0
2580.0,81.85,10.0
2640.0,77.97,12.0
2700.0,77.05,14.0
2760.0,78.76,11.0
2820.0,77.46,10.0
2880.0,78.19,7.0
2940.0,78.5,11.0
3000.0,74.3,15.0
3060.0,78.07,10.0
3120.0,75.95,11.0
3180.0,71.49,12.0
3240.0,79.46,11.0
3300.0,73.98,14.0
3360.0,90.42,6.0
3420.0,76.68,10.0
3480.0,79.12,11.0
3540.0,79.28,11.0
3600.0,79.27,15.0
3660.0,81.49,12.0
3720.0,73.81,15.0
3780.0,73.49,14.0
3840.0,77.27,12.0
3900.0,75.84,12.0
3960.0,75.55,13.0
4020.0,76.82,9.0
4080.0,78.36,13.0
4140.0,82.63,10.0
4200.0,75.62,12.0
4260.0,78.49,13.0
4320.0,72.19,15.0
4380.0,76.06,11.0
4440.0,77.49,12.0
4500.0,79.82,10.0
4560.0,76.75,14.0
4620.0,88.09,10.0
4680.0,84.3,13.0
4740.0,70.94,15.0
4800.0,75.49,14.0
4860.0,69.03,9.0
4920.0,70.25,11.0
4980.0,66.33,12.0
5040.0,77.19,13.0
5100.0,75.08,14.0
5160.0,76.28,14.0
5220.0,71.64,13.0
5280.0,75.48,11.0
5340.0,74.28,13.0
5400.0,74.51,14.0
5460.0,74.25,13.0
5520.0,83.93,10.0
5580.0,81.07,12.0
5640.0,80.06,9.0
5700.0,70.64,13.0
5760.0,80.04,13.0
5820.0,88.64,10.0
5880.0,79.49,12.0
5940.0,76.32,12.0
6000.0,79.79,11.0
6060.0,76.94,13.0
6120.0,77.33,12.0
6180.0,82.45,10.0
6240.0,83.85,14.0
6300.0,83.41,11.0
6360.0,76.87,12.0
6420.0,87.27,12.0
6480.0,80.03,15.0
6540.0,84.4,11.0
6600.0,76.05,13.0
6660.0,78.29,13.0
6720.0,74.02,14.0
6780.0,74.45,13.0
6840.0,80.1,10.0
6900.0,76.74,11.0
6960.0,76.74,12.0
7020.0,74.93,13.0
7080.0,76.17,14.0
7140.0,69.39,11.0
7200.0,inf,0.0
