0.0,inf,0.0
30.0,108.8,6.0
60.0,93.92,12.0
90.0,108.11,12.0
120.0,105.83,10.0
150.0,106.16,8.0
180.0,88.99,11.0
210.0,112.54,12.0
240.0,109.01,11.0
270.0,112.68,10.0
300.0,114.58,8.0
330.0,102.5,9.0
360.0,110.04,13.0
390.0,108.18,9.0
420.0,105.27,9.0
450.0,108.39,15.0
480.0,106.17,14.0
510.0,106.75,13.0
540.0,95.62,9.0
570.0,104.74,15.0
600.0,108.26,9.0
630.0,99.08,12.0
660.0,98.09,11.0
690.0,108.87,13.0
720.0,101.69,13.0
750.0,107.66,8.0
780.0,105.23,11.0
810.0,80.6,11.0
840.0,102.04,10.0
870.0,97.21,14.0
900.0,101.03,13.0
930.0,98.69,12.0
960.0,99.91,10.0
990.0,101.21,10.0
1020.0,106.02,12.0
1050.0,111.54,10.0
1080.0,95.9,12.0
1110.0,108.39,13.0
1140.0,112.74,10.0
1170.0,112.09,13.0
1200.0,108.46,10.0
1230.0,98.89,11.0
1260.0,105.21,12.0
1290.0,99.68,14.0
1320.0,99.66,12.0
1350.0,106.34,10.0
1380.0,111.9,13.0
1410.0,102.13,10.0
1440.0,111.87,10.0
1470.0,105.11,10.0
1500.0,109.61,12.0
1530.0,92.64,10.0
1560.0,95.41,12.0
1590.0,98.16,9.0
1620.0,110.5,10.0
1650.0,97.1,12.0
1680.0,101.99,13.0
1710.0,101.77,13.0
1740.0,93.08,10.0
1770.0,100.17,11.0
1800.0,92.09,11.0
1830.0,105.99,13.0
1860.0,109.3,9.0
1890.0,102.87,13.0
1920.0,95.99,10.0
1950.0,92.66,12.0
1980.0,96.09,15.0
2010.0,104.47,12.0
2040.0,97.05,14.0
2070.0,104.26,10.0
2100.0,79.25,11.0
2130.0,98.01,12.0
2160.0,102.88,16.0
2190.0,85.58,13.0
2220.0,88.33,16.0
2250.0,104.89,10.0
2280.0,88.59,14.0
2310.0,91.81,9.0
2340.0,102.6,14.0
2370.0,97.85,16.0
2400.0,103.14,16.0
2430.0,83.9,15.0
2460.0,97.17,13.0
2490.0,93.1,14.0
2520.0,103.26,12.0
2550.0,102.19,10.0
2580.0,100.4,13.0
2610.0,108.65,12.0
2640.0,98.63,10.0
2670.0,94.45,14.0
2700.0,73.69,14.0
2730.0,96.44,13.0
2760.0,88.53,11.0
2790.0,91.5,12.0
2820.0,95.97,16.0
2850.0,98.08,13.0
2880.0,76.22,12.0
2910.0,93.37,16.0
2940.0,91.69,14.0
2970.0,92.36,13.0
3000.0,82.43,12.0
3030.0,98.67,14.0
3060.0,93.17,11.0
3090.0,104.2,11.0
3120.0,105.49,14.0
3150.0,96.37,11.0
3180.0,105.83,8.0
3210.0,95.7,10.0
3240.0,91.03,12.0
3270.0,104.58,15.0
3300.0,111.66,9.0
3330.0,75.85,14.0
3360.0,81.09,14.0
3390.0,82.66,15.0
3420.0,94.17,9.0
3450.0,102.74,10.0
3480.0,92.25,12.0
3510.0,83.68,15.0
3540.0,101.64,14.0
3570.0,105.59,15.0
3600.0,91.31,17.0
3630.0,96.31,10.0
3660.0,103.1,12.0
3690.0,102.88,14.0
3720.0,108.86,8.0
3750.0,106.87,10.0
3780.0,108.07,14.0
3810.0,105.59,12.0
3840.0,108.16,12.0
3870.0,101.1,10.0
3900.0,112.92,8.0
3930.0,79.12,11.0
3960.0,102.04,11.0
3990.0,99.86,10.0
4020.0,91.99,13.0
4050.0,100.64,12.0
4080.0,110.31,14.0
4110.0,108.95,12.0
4140.0,101.02,11.0
4170.0,107.26,9.0
4200.0,100.12,12.0
4230.0,109.4,9.0
4260.0,87.09,11.0
4290.0,105.37,8.0
4320.0,113.83,7.0
4350.0,114.48,9.0
4380.0,107.24,9.0
4410.0,107.57,12.0
4440.0,110.77,11.0
4470.0,101.45,9.0
4500.0,89.83,8.0
4530.0,109.21,8.0
4560.0,102.55,5.0
4590.0,105.71,10.0
4620.0,109.96,7.0
4650.0,97.05,6.0
4680.0,112.38,11.0
4710.0,116.16,8.0
4740.0,104.57,7.0
4770.0,103.09,7.0
4800.0,108.9,10.0
4830.0,104.7,10.0
4860.0,115.32,10.0
4890.0,113.49,10.0
4920.0,108.61,11.0
4950.0,113.29,4.0
4980.0,105.12,11.0
5010.0,118.14,8.0
5040.0,107.67,10.0
5070.0,101.97,9.0
5100.0,114.87,8.0
5130.0,116.66,6.0
5160.0,103.52,7.0
5190.0,108.08,7.0
5220.0,123.62,3.0
5250.0,116.82,3.0
5280.0,104.99,7.0
5310.0,122.6,5.0
5340.0,114.12,4.0
5370.0,109.0,6.0
5400.0,110.79,11.0
5430.0,100.37,7.0
5460.0,100.76,10.0
5490.0,117.97,6.0
5520.0,102.19,10.0
5550.0,108.36,9.0
5580.0,113.12,9.0
5610.0,100.76,12.0
5640.0,113.43,7.0
5670.0,111.16,7.0
5700.0,110.35,10.0
5730.0,111.96,11.0
5760.0,111.43,12.0
5790.0,107.44,8.0
5820.0,113.14,10.0
5850.0,97.09,17.0
5880.0,107.32,11.0
5910.0,100.88,11.0
5940.0,106.24,8.0
5970.0,103.11,8.0
6000.0,105.85,11.0
6030.0,109.98,7.0
6060.0,105.96,8.0
6090.0,104.4,9.0
6120.0,113.71,9.0
6150.0,101.93,10.0
6180.0,114.16,9.0
6210.0,98.02,9.0
6240.0,102.51,8.0
6270.0,114.07,5.0
6300.0,118.78,9.0
6330.0,114.23,10.0
6360.0,99.25,9.0
6390.0,109.63,7.0
6420.0,114.13,10.0
6450.0,112.46,9.0
6480.0,109.94,8.0
